Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety
10/10/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),930,850,890,Bihar,Masuri
14/10/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,Masuri
16/10/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),930,850,890,Bihar,Masuri
21/10/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),930,850,890,Bihar,Masuri
23/10/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),920,850,885,Bihar,Masuri
10/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1085,1140,Bihar,Parmal
16/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1075,1125,Bihar,Parmal
22/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1085,1130,Bihar,Parmal
23/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1085,1130,Bihar,Parmal
28/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1085,1145,Bihar,Parmal
30/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1085,1145,Bihar,Parmal
07/02/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
08/02/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
17/02/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1100,990,1045,Bihar,Parmal
28/02/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
03/03/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1100,985,1040,Bihar,Parmal
11/03/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1075,1125,Bihar,Parmal
25/03/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1080,1125,Bihar,Parmal
31/03/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1080,1125,Bihar,Parmal
02/04/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1075,1125,Bihar,Parmal
03/04/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1075,1125,Bihar,Parmal
26/04/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
28/04/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
29/04/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
03/05/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1175,1080,1125,Bihar,Parmal
09/05/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1185,1085,1135,Bihar,Parmal
13/05/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1090,1145,Bihar,Parmal
21/05/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
23/05/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
02/06/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1225,1115,1170,Bihar,Parmal
06/06/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1225,1115,1170,Bihar,Parmal
17/06/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1225,1125,1175,Bihar,Parmal
23/06/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1225,1125,1175,Bihar,Parmal
26/06/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1225,1125,1175,Bihar,Parmal
30/06/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1250,1150,1200,Bihar,Parmal
10/07/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1225,1125,1175,Bihar,Parmal
11/07/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Parmal
18/07/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1130,1100,1115,Bihar,Fine
23/07/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1130,1100,1115,Bihar,Fine
14/08/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1130,1090,1110,Bihar,Fine
22/08/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1140,1100,1120,Bihar,Fine
29/08/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1140,1100,1120,Bihar,Fine
02/09/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1125,1075,1100,Bihar,Fine
03/09/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1125,1075,1100,Bihar,Fine
08/09/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1100,1060,1080,Bihar,Fine
09/09/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1100,1060,1080,Bihar,Fine
20/09/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1125,1075,1100,Bihar,Fine
29/09/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1125,1075,1100,Bihar,Fine
01/10/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1125,1075,1100,Bihar,Fine
23/10/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1125,1070,1095,Bihar,Fine
28/11/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1200,1100,1150,Bihar,Fine
14/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1075,975,1025,Bihar,Masuri
22/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1075,980,1030,Bihar,Masuri
25/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1075,985,1030,Bihar,Masuri
31/01/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1100,1000,1050,Bihar,Masuri
04/02/2003,Rice,3,Patna,FAQ,Patna (Musallahpur),1100,1000,1050,Bihar,Masuri
02/02/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,690,750,Bihar,UP 308
06/02/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,700,750,Bihar,UP 308
08/02/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,700,750,Bihar,UP 308
09/02/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,700,750,Bihar,UP 308
06/03/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),450,320,400,Bihar,UP 308
08/03/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,700,775,Bihar,UP 308
09/03/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,690,775,Bihar,UP 308
15/03/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),775,675,750,Bihar,UP 308
16/03/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),850,750,825,Bihar,UP 308
02/04/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),725,620,710,Bihar,UP 308
03/04/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),725,610,700,Bihar,UP 308
09/05/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),700,570,680,Bihar,UP 308
10/05/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),675,570,625,Bihar,UP 308
13/05/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),675,575,600,Bihar,UP 308
27/05/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),700,600,650,Bihar,UP 308
20/06/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),750,650,700,Bihar,UP 308
28/06/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),750,660,700,Bihar,UP 308
04/07/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),750,660,725,Bihar,UP 308
05/07/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),750,650,700,Bihar,UP 308
13/07/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),750,640,700,Bihar,UP 308
17/07/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),750,650,700,Bihar,UP 308
31/07/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),750,635,700,Bihar,UP 308
08/08/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),750,635,700,Bihar,UP 308
27/08/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),725,635,680,Bihar,UP 308
05/11/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),825,710,775,Bihar,UP 308
16/11/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,700,750,Bihar,UP 308
26/11/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,700,750,Bihar,UP 308
03/12/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,710,755,Bihar,UP 308
11/12/2002,Wheat,1,Patna,FAQ,Patna (Musallahpur),800,710,755,Bihar,UP 308
07/02/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),600,450,500,Bihar,Nasik
08/02/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),600,450,525,Bihar,Nasik
08/03/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,320,400,Bihar,Nasik
09/03/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,325,425,Bihar,Nasik
13/03/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,325,400,Bihar,Nasik
15/03/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,335,425,Bihar,Nasik
17/04/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),400,275,350,Bihar,Nasik
22/04/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,285,425,Bihar,Nasik
03/05/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),500,400,450,Bihar,Nasik
09/05/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),550,425,530,Bihar,Nasik
10/05/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),550,425,500,Bihar,Nasik
13/05/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),550,425,500,Bihar,Nasik
22/05/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,340,400,Bihar,Nasik
28/05/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,325,400,Bihar,Nasik
30/05/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,320,400,Bihar,Nasik
04/06/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,325,400,Bihar,Nasik
12/06/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),450,300,400,Bihar,Nasik
17/06/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),500,350,400,Bihar,Nasik
12/07/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),675,475,575,Bihar,Nasik
20/07/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),700,500,600,Bihar,Nasik
29/07/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),725,510,650,Bihar,Nasik
03/08/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),800,550,700,Bihar,Nasik
23/08/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),900,600,750,Bihar,Nasik
28/08/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),800,530,650,Bihar,Nasik
03/09/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),850,560,750,Bihar,Nasik
19/09/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),800,500,650,Bihar,Nasik
20/09/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),800,500,650,Bihar,Nasik
24/09/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),800,500,650,Bihar,Nasik
27/09/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),850,525,695,Bihar,Nasik
14/11/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),800,580,690,Bihar,Nasik
27/11/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),700,500,600,Bihar,Nasik
30/11/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),700,500,600,Bihar,Nasik
14/12/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),600,410,505,Bihar,Nasik
16/12/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),600,425,515,Bihar,Nasik
17/12/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),600,400,500,Bihar,Nasik
19/12/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),600,400,500,Bihar,Nasik
24/12/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),600,400,500,Bihar,Nasik
28/12/2002,Onion,23,Patna,FAQ,Patna (Musallahpur),600,400,500,Bihar,Nasik
24/04/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),360,290,325,Bihar,Dry F.A.Q.
04/01/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),675,625,650,Bihar,Red
27/01/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),450,390,420,Bihar,Red
05/02/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),350,300,325,Bihar,Red
13/02/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),360,300,330,Bihar,Red
03/03/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),400,360,380,Bihar,Red
06/03/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),420,340,380,Bihar,Red
10/03/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Red
11/03/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Red
17/03/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),410,360,385,Bihar,Red
29/03/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),400,330,365,Bihar,Red
01/04/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),400,330,365,Bihar,Red
07/04/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),360,290,325,Bihar,Red
08/04/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),390,290,340,Bihar,Red
07/05/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),355,300,330,Bihar,Red
31/05/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),340,250,295,Bihar,Red
07/06/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),360,300,330,Bihar,Red
13/06/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),300,250,275,Bihar,Red
16/06/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),340,280,310,Bihar,Red
30/06/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),510,350,430,Bihar,Red
10/07/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),530,350,440,Bihar,Red
13/07/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),540,400,470,Bihar,Red
21/07/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),560,480,520,Bihar,Red
24/07/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),530,430,480,Bihar,Red
27/07/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),530,430,480,Bihar,Red
29/07/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),480,400,440,Bihar,Red
01/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),460,390,425,Bihar,Red
02/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),450,390,420,Bihar,Red
03/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),485,395,440,Bihar,Red
07/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),500,410,455,Bihar,Red
14/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),610,540,575,Bihar,Red
21/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),650,590,620,Bihar,Red
22/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),600,540,570,Bihar,Red
24/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),615,540,575,Bihar,Red
31/08/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),630,560,595,Bihar,Red
08/09/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),570,520,550,Bihar,Red
11/09/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),570,520,545,Bihar,Red
12/09/2006,Onion,23,Patna,FAQ,Patna (Musallahpur),580,520,550,Bihar,Red
04/01/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Desi
19/01/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Desi
21/01/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),420,390,405,Bihar,Desi
23/01/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),400,360,380,Bihar,Desi
24/01/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),390,360,375,Bihar,Desi
01/02/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),340,310,325,Bihar,Desi
22/02/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),380,300,340,Bihar,Desi
02/03/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),410,400,405,Bihar,Desi
07/03/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),480,460,470,Bihar,Desi
25/03/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),480,460,470,Bihar,Desi
15/04/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),430,390,410,Bihar,Desi
21/04/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),420,410,415,Bihar,Desi
28/04/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),545,500,520,Bihar,Desi
08/05/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),530,460,495,Bihar,Desi
15/05/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),540,500,520,Bihar,Desi
13/06/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),630,550,590,Bihar,Desi
20/06/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),590,540,565,Bihar,Desi
24/06/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),600,550,575,Bihar,Desi
24/07/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),630,590,610,Bihar,Desi
26/07/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),620,580,600,Bihar,Desi
01/08/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),600,560,580,Bihar,Desi
07/08/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),610,560,585,Bihar,Desi
19/08/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),590,550,570,Bihar,Desi
05/09/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),600,550,575,Bihar,Desi
11/09/2006,Potato,24,Patna,FAQ,Patna (Musallahpur),630,570,600,Bihar,Desi
11/04/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
13/04/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
19/04/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),450,400,425,Bihar,Nasik
23/05/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),475,425,450,Bihar,Nasik
01/06/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
03/06/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
21/06/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
29/06/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
04/07/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
18/07/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
22/07/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Nasik
03/08/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Nasik
06/08/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Nasik
12/08/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Nasik
17/08/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Nasik
20/08/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),525,475,500,Bihar,Nasik
22/08/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),600,500,550,Bihar,Nasik
27/08/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),600,500,550,Bihar,Nasik
04/01/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),500,400,450,Bihar,Red
01/04/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Red
02/04/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Red
05/04/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),400,350,375,Bihar,Red
15/10/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),850,750,800,Bihar,Red
17/10/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),850,750,800,Bihar,Red
19/10/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),950,800,875,Bihar,Red
26/10/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),1400,1200,1300,Bihar,Red
29/10/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),1400,1200,1300,Bihar,Red
02/11/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),1400,1200,1300,Bihar,Red
09/11/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),1400,1200,1300,Bihar,Red
12/11/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),1200,1000,1100,Bihar,Red
16/11/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),1200,1000,1100,Bihar,Red
17/11/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),1200,1000,1100,Bihar,Red
09/12/2005,Onion,23,Patna,FAQ,Patna (Musallahpur),1100,1000,1050,Bihar,Red
05/04/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),1000,900,950,Bihar,UP 308
09/04/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),1000,900,950,Bihar,UP 308
12/04/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),1000,900,950,Bihar,UP 308
19/04/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
21/04/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
28/04/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
30/04/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
06/05/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
07/05/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
17/05/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
28/05/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
30/05/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
14/06/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
20/06/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
01/07/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
06/07/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
07/07/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),950,850,900,Bihar,UP 308
13/07/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
26/07/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
29/07/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
02/08/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
08/08/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
13/08/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
25/08/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
29/08/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
15/10/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
19/10/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
21/10/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
24/10/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
28/10/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
12/11/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),925,825,875,Bihar,UP 308
14/11/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),925,825,875,Bihar,UP 308
16/11/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),925,825,875,Bihar,UP 308
13/12/2005,Wheat,1,Patna,FAQ,Patna (Musallahpur),900,800,850,Bihar,UP 308
01/01/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),325,275,300,Bihar,Desi
06/01/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),325,275,300,Bihar,Desi
05/04/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),450,400,425,Bihar,Desi
14/05/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
11/06/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Desi
13/06/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Desi
21/06/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Desi
24/06/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Desi
25/06/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Desi
30/06/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),500,450,475,Bihar,Desi
04/07/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
18/07/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
01/08/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
02/08/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
03/08/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
08/08/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
09/08/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
20/08/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
22/08/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),550,500,525,Bihar,Desi
20/10/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),700,650,675,Bihar,Desi
31/10/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),650,600,625,Bihar,Desi
09/11/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),650,600,625,Bihar,Desi
10/11/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),650,600,625,Bihar,Desi
11/11/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),650,600,625,Bihar,Desi
09/12/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),700,600,650,Bihar,Desi
17/12/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),700,600,650,Bihar,Desi
19/12/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),700,600,650,Bihar,Desi
29/12/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),575,525,550,Bihar,Desi
30/12/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),575,525,550,Bihar,Desi
31/12/2005,Potato,24,Patna,FAQ,Patna (Musallahpur),575,525,550,Bihar,Desi
